"grade","rank","math","verbal","prev","rdg","father","mother","gender"
0,0.225543478260870,390,520,FALSE,"Never","Not Available","Not Available","Male"
0,0.225543478260870,390,520,TRUE,"Never","Not Available","Not Available","Male"
0,0.216666666666667,500,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.445916114790287,400,380,FALSE,"Never","Not Available","Not Available","Female"
1,0.42997542997543,460,440,FALSE,"Never","Not Available","Not Available","Female"
1,0.86986301369863,560,540,FALSE,"Never","Not Available","Not Available","Female"
0,0.606374501992032,450,430,FALSE,"Never","Not Available","Not Available","Female"
0,0.8,490,510,FALSE,"Never","Not Available","Not Available","Male"
1,0.875,640,530,FALSE,"Never","Not Available","Not Available","Male"
0,0.185454545454545,360,450,FALSE,"Never","Not Available","Not Available","Female"
1,0.615384615384615,380,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.241758241758242,460,430,FALSE,"Never","Not Available","Not Available","Male"
1,0.542986425339367,600,640,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.394021739130435,330,450,FALSE,"Never","Not Available","Not Available","Male"
0,0.227722772277228,360,470,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.227722772277228,360,470,TRUE,"Never","High School Diploma or GED","Some College","Male"
0,0.227722772277228,360,470,TRUE,"Never","High School Diploma or GED","Some College","Male"
0,0.941176470588235,470,510,FALSE,"Never","Some College","Some College","Female"
1,0.930952380952381,570,520,FALSE,"Never","Not Available","Not Available","Female"
1,0.787330316742081,600,540,FALSE,"Never","Not Available","Not Available","Female"
1,0.137019230769231,560,580,FALSE,"Never","Not Available","Not Available","Male"
1,0.752403846153846,540,540,FALSE,"Never","Not Available","Not Available","Female"
1,0.87012987012987,580,410,FALSE,"Never","Not Available","Not Available","Male"
0,0.45124716553288,490,320,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.45124716553288,490,320,TRUE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.871980676328502,480,700,FALSE,"Never","Not Available","Not Available","Female"
0,0.55,510,470,FALSE,"Never","Not Available","Not Available","Female"
0,0.888888888888889,580,530,FALSE,"Never","Not Available","Not Available","Female"
0,0.344907407407407,460,420,FALSE,"Never","Not Available","Not Available","Male"
0,0.505050505050505,460,450,FALSE,"Never","Not Available","Not Available","Male"
0,0.346268656716418,460,410,FALSE,"Passed","Not Available","Not Available","Male"
0,0.741496598639456,480,440,FALSE,"Never","Not Available","Not Available","Female"
1,0.878787878787879,540,450,FALSE,"Never","Not Available","Not Available","Female"
1,0.741379310344828,540,510,FALSE,"Never","Not Available","Not Available","Female"
1,0.696808510638298,470,500,FALSE,"Never","Not Available","Not Available","Female"
0,0.553314121037464,500,490,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.922222222222222,440,440,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.5625,500,520,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.804597701149425,490,490,FALSE,"Never","Not Available","Not Available","Female"
0,0.496732026143791,460,410,FALSE,"Never","Not Available","Not Available","Male"
0,0.44375,530,470,FALSE,"Never","Not Available","Not Available","Female"
0,0.44375,530,470,TRUE,"Never","Not Available","Not Available","Female"
0,0.44375,530,470,TRUE,"Never","Not Available","Not Available","Female"
1,0.481034482758621,430,410,FALSE,"Never","Not Available","Not Available","Female"
1,0.677115987460815,530,560,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.91566265060241,480,400,FALSE,"Never","Not Available","Not Available","Male"
0,0.749019607843137,440,370,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.264705882352941,390,290,FALSE,"Never","Not Available","Not Available","Male"
1,0.863636363636364,530,580,FALSE,"Never","Not Available","Not Available","Female"
0,0.455056179775281,580,470,FALSE,"Never","Not Available","Not Available","Male"
1,0.805970149253731,620,560,FALSE,"Never","Not Available","Not Available","Female"
0,0.347826086956522,410,460,FALSE,"Never","Not Available","Not Available","Male"
0,0.384615384615385,390,440,FALSE,"Never","Not Available","Not Available","Male"
1,0.849122807017544,570,600,FALSE,"Never","Not Available","Not Available","Male"
0,0.79245283018868,390,480,FALSE,"Never","Not Available","Not Available","Female"
0,0.79245283018868,390,480,TRUE,"Never","Not Available","Not Available","Female"
0,0.458333333333333,480,560,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.902777777777778,540,470,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.814024390243902,580,530,FALSE,"Never","Not Available","Not Available","Male"
1,0.229508196721312,500,430,FALSE,"Never","Not Available","Not Available","Male"
0,0.368932038834951,440,390,FALSE,"Never","Not Available","Not Available","Female"
0,0.368932038834951,440,390,TRUE,"Never","Not Available","Not Available","Female"
0,0.318072289156627,420,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.438356164383562,440,390,FALSE,"Never","Not Available","Not Available","Male"
1,0.838095238095238,540,330,FALSE,"Never","Not Available","Not Available","Male"
1,0.69620253164557,540,500,FALSE,"Never","Some College","Associate/two-year degree","Male"
0,0.268421052631579,450,440,FALSE,"Never","Not Available","Not Available","Male"
0,0.268421052631579,450,440,TRUE,"Never","Not Available","Not Available","Male"
0,0.359447004608295,490,500,FALSE,"Never","Not Available","Not Available","Male"
0,0.359447004608295,490,500,TRUE,"Never","Not Available","Not Available","Male"
0,0.349206349206349,380,330,FALSE,"Concurrent","Not Available","Not Available","Male"
0,0.745454545454545,530,470,FALSE,"Never","Not Available","Not Available","Male"
0,0.58041958041958,500,490,FALSE,"Never","Not Available","Not Available","Female"
1,0.58041958041958,500,490,TRUE,"Never","Not Available","Not Available","Female"
1,0.446085672082718,570,590,FALSE,"Never","Not Available","Not Available","Male"
0,0.833333333333333,440,510,FALSE,"Never","Not Available","Not Available","Female"
0,0.464601769911504,390,390,FALSE,"Never","Not Available","Not Available","Female"
1,0.856502242152466,530,550,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.543478260869565,540,470,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.851351351351351,500,510,FALSE,"Never","Bachelor Degree","Associate/two-year degree","Female"
0,0.575268817204301,360,480,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.723214285714286,410,380,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.703252032520325,490,490,FALSE,"Never","Not Available","Not Available","Male"
1,0.923076923076923,530,560,FALSE,"Never","Not Available","Not Available","Female"
1,0.594594594594595,480,410,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.730978260869565,500,570,FALSE,"Never","Not Available","Not Available","Male"
1,0.730978260869565,500,570,TRUE,"Never","Not Available","Not Available","Male"
1,0.8,480,500,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.191358024691358,510,560,FALSE,"Never","Not Available","Not Available","Female"
0,0.191358024691358,510,560,TRUE,"Never","Not Available","Not Available","Female"
1,0.889423076923077,480,460,FALSE,"Never","Not Available","Not Available","Female"
1,0.863636363636364,420,380,FALSE,"Never","Not Available","Not Available","Female"
1,0.427884615384615,570,490,FALSE,"Never","Associate/two-year degree","Bachelor Degree","Male"
1,0.945147679324895,520,540,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.697916666666667,530,550,FALSE,"Never","Not Available","Not Available","Female"
0,0.595959595959596,480,330,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.825622775800712,690,520,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.796812749003984,500,490,FALSE,"Never","Not Available","Not Available","Female"
0,0.455357142857143,550,500,FALSE,"Never","Not Available","Not Available","Male"
0,0.864864864864865,440,540,FALSE,"Never","Not Available","Not Available","Female"
1,0.79064587973274,560,490,FALSE,"Never","Not Available","Not Available","Male"
0,0.507462686567164,430,510,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.96551724137931,620,560,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.881578947368421,520,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.835616438356164,580,430,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.5,410,420,FALSE,"Never","Some High School","Some High School","Female"
1,0.808383233532934,500,530,FALSE,"Never","Not Available","Not Available","Female"
1,0.690217391304348,410,430,FALSE,"Never","Not Available","Not Available","Female"
1,0.758974358974359,490,470,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.586538461538462,600,510,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.586538461538462,600,510,TRUE,"Never","Some College","Bachelor Degree","Male"
0,0.735658042744657,440,420,FALSE,"Never","Not Available","Not Available","Female"
0,0.884615384615385,500,590,FALSE,"Never","Not Available","Not Available","Male"
1,0.532934131736527,390,350,FALSE,"Never","Not Available","Not Available","Female"
0,0.55,390,520,FALSE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
1,0.699186991869919,480,430,FALSE,"Never","Some College","Some College","Male"
0,0.654471544715447,530,480,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.414634146341463,440,380,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.958333333333333,720,660,FALSE,"Never","Not Available","Not Available","Female"
1,0.776203966005666,420,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.090909090909091,420,490,FALSE,"Never","No High School","Graduate/Professional degree","Male"
0,0.388888888888889,500,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.388888888888889,500,450,TRUE,"Never","High School Diploma or GED","Some College","Female"
1,0.744186046511628,460,570,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.741071428571429,540,490,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.95945945945946,610,590,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.571428571428571,390,440,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.777027027027027,440,400,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.85,420,570,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.336538461538462,420,360,FALSE,"Never","Not Available","Not Available","Female"
1,0.756756756756757,430,510,FALSE,"Never","Some College","Some College","Male"
0,0.307692307692308,400,440,FALSE,"Never","Not Available","Not Available","Female"
0,0.307692307692308,400,440,TRUE,"Never","Not Available","Not Available","Female"
1,0.67436974789916,480,470,FALSE,"Never","Not Available","Not Available","Female"
0,0.620689655172414,440,340,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.670731707317073,480,350,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.627659574468085,460,370,FALSE,"Never","Not Available","Not Available","Male"
1,0.914634146341463,510,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.646341463414634,500,400,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.646341463414634,500,400,TRUE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.95,480,420,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.430379746835443,460,530,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.584615384615385,520,550,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.913793103448276,560,550,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.8,470,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.459459459459459,440,590,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.746031746031746,390,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.630718954248366,560,620,FALSE,"Never","Not Available","Not Available","Male"
1,0.75,480,410,FALSE,"Never","Not Available","Not Available","Male"
0,0.441666666666667,400,430,FALSE,"Never","Not Available","Not Available","Female"
0,0.537344398340249,460,390,FALSE,"Concurrent","High School Diploma or GED","High School Diploma or GED","Female"
0,0.537344398340249,460,390,TRUE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
0,0.615555555555556,460,350,FALSE,"Never","Not Available","Not Available","Male"
1,0.809954751131222,480,460,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.920245398773006,550,510,FALSE,"Never","Not Available","Not Available","Female"
0,0.920245398773006,550,510,TRUE,"Never","Not Available","Not Available","Female"
0,0.502439024390244,450,410,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.64945652173913,510,530,FALSE,"Never","Not Available","Not Available","Female"
1,0.75609756097561,510,460,FALSE,"Never","Not Available","Not Available","Female"
0,0.609375,420,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.895522388059702,610,510,FALSE,"Never","Not Available","Not Available","Male"
0,0.724137931034483,460,450,FALSE,"Never","Not Available","Not Available","Male"
1,0.9375,550,580,FALSE,"Never","Not Available","Not Available","Female"
0,0.409090909090909,540,440,FALSE,"Never","Some College","Some College","Male"
0,0.603585657370518,570,510,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.357707509881423,480,500,FALSE,"Never","Some College","Some College","Male"
0,0.507042253521127,470,420,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.507042253521127,470,420,TRUE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.810756972111554,460,440,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.552941176470588,420,530,FALSE,"Never","Not Available","Not Available","Male"
1,0.977556109725686,630,580,FALSE,"Never","Not Available","Not Available","Female"
1,0.73170731707317,480,460,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.585365853658537,410,440,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.919191919191919,580,500,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.848484848484849,590,540,FALSE,"Never","Not Available","Not Available","Male"
0,0.848484848484849,590,540,TRUE,"Never","Not Available","Not Available","Male"
1,0.736111111111111,410,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.430379746835443,440,380,FALSE,"Never","Some College","Some College","Male"
0,0.5,470,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.5,470,480,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.3925,460,580,FALSE,"Never","Some High School","Some College","Male"
0,0.3925,460,580,TRUE,"Never","Some High School","Some College","Male"
0,0.3925,460,580,TRUE,"Never","Some High School","Some College","Male"
1,0.3925,460,580,TRUE,"Never","Some High School","Some College","Male"
1,0.689655172413793,620,600,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.373469387755102,490,490,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.75,440,450,FALSE,"Concurrent","Some High School","Bachelor Degree","Female"
1,0.867924528301887,500,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.816711590296496,640,630,FALSE,"Never","Not Available","Not Available","Female"
1,0.761431411530815,540,560,FALSE,"Never","Not Available","Not Available","Male"
1,0.8130081300813,440,390,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.985010706638116,710,650,FALSE,"Never","Not Available","Not Available","Female"
1,0.822966507177033,620,480,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.194545454545455,570,480,FALSE,"Never","Not Available","Not Available","Male"
0,0.8175,490,530,FALSE,"Never","Not Available","Not Available","Male"
1,0.527777777777778,310,410,FALSE,"Never","Not Available","Not Available","Male"
1,0.971428571428571,540,490,FALSE,"Never","Not Available","Not Available","Female"
0,0.600961538461538,390,600,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.762019230769231,490,520,FALSE,"Never","Not Available","Not Available","Female"
1,0.42685370741483,570,590,FALSE,"Never","Not Available","Not Available","Male"
0,0.581730769230769,580,490,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.48951048951049,480,510,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.740384615384615,480,550,FALSE,"Never","Associate/two-year degree","Some College","Female"
1,0.642533936651584,460,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.483870967741935,420,410,FALSE,"Never","Not Available","Not Available","Male"
0,0.70539419087137,440,480,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.666666666666667,480,510,FALSE,"Concurrent","No High School","No High School","Male"
0,0.0301075268817205,370,430,FALSE,"Never","Not Available","Not Available","Male"
0,0.0301075268817205,370,430,TRUE,"Never","Not Available","Not Available","Male"
0,0.625,390,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.886792452830189,370,390,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.370044052863436,500,510,FALSE,"Never","Graduate/Professional degree","Some College","Male"
1,0.846153846153846,570,600,FALSE,"Never","Not Available","Not Available","Female"
1,0.817460317460317,450,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.581081081081081,490,380,FALSE,"Never","No High School","No High School","Female"
0,0.33160621761658,460,370,FALSE,"Never","Not Available","Not Available","Male"
0,0.730769230769231,460,450,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.583333333333333,390,350,FALSE,"Never","No High School","No High School","Female"
0,0.625,510,490,FALSE,"Never","Not Available","Not Available","Male"
0,0.625,510,490,TRUE,"Never","Not Available","Not Available","Male"
0,0.625592417061611,430,470,FALSE,"Never","Not Available","Some College","Female"
1,0.756756756756757,430,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.837837837837838,710,650,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.538461538461538,470,390,FALSE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
1,0.8125,460,410,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.932432432432432,590,610,FALSE,"Never","Some High School","Some High School","Female"
1,0.932432432432432,590,610,TRUE,"Never","Some High School","Some High School","Female"
0,0.6875,360,420,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.6875,360,420,TRUE,"Never","Bachelor Degree","Some College","Female"
0,0.276595744680851,460,410,FALSE,"Never","Not Available","Not Available","Female"
0,0.94888178913738,430,390,FALSE,"Never","Not Available","Not Available","Female"
0,0.460526315789474,450,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.460526315789474,450,490,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.869565217391304,420,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.688995215311005,460,530,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.584905660377358,330,290,FALSE,"Passed","Not Available","Not Available","Female"
0,0.675675675675676,500,410,FALSE,"Never","Not Available","Not Available","Male"
1,0.901960784313726,460,530,FALSE,"Never","Not Available","Not Available","Female"
1,0.690721649484536,660,530,FALSE,"Never","Not Available","Not Available","Male"
0,0.387755102040816,410,480,FALSE,"Never","Not Available","Not Available","Female"
1,0.823529411764706,640,540,FALSE,"Never","Not Available","Not Available","Male"
1,0.72,480,420,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.475903614457831,340,450,FALSE,"Never","Not Available","Not Available","Female"
0,0.474264705882353,510,490,FALSE,"Never","Not Available","Not Available","Female"
0,0.649038461538462,560,580,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.649038461538462,560,580,TRUE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.681818181818182,410,350,FALSE,"Never","Not Available","Not Available","Female"
0,0.0405405405405406,460,490,FALSE,"Never","Not Available","Not Available","Male"
0,0.0405405405405406,460,490,TRUE,"Never","Not Available","Not Available","Male"
0,0.0405405405405406,460,490,TRUE,"Never","Not Available","Not Available","Male"
0,0.0405405405405406,460,490,TRUE,"Never","Not Available","Not Available","Male"
1,0.790697674418605,480,410,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.670940170940171,500,530,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.560975609756098,430,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.620689655172414,450,380,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.620689655172414,450,380,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.754098360655738,540,480,FALSE,"Never","Some College","Some College","Female"
0,0.520408163265306,450,540,FALSE,"Never","Some High School","Bachelor Degree","Female"
0,0.6,420,480,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.758620689655172,470,430,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.430913348946136,550,510,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.430913348946136,550,510,TRUE,"Never","High School Diploma or GED","Some College","Male"
0,0.764851485148515,540,350,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.627906976744186,500,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.627906976744186,500,530,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.627906976744186,500,530,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.689655172413793,510,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.705882352941176,450,440,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.786666666666667,470,430,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.977777777777778,610,700,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.833333333333333,470,380,FALSE,"Never","Some College","Some College","Female"
0,0.833333333333333,430,500,FALSE,"Never","Not Available","Not Available","Female"
0,0.523706896551724,300,320,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.28,400,370,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.344262295081967,500,480,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
1,0.775681341719078,520,510,FALSE,"Never","Not Available","Not Available","Male"
1,0.818181818181818,540,560,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.786666666666667,460,480,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.934959349593496,540,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.7,570,530,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.750788643533123,430,580,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.555288461538462,510,480,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.4,460,530,FALSE,"Never","Not Available","Not Available","Male"
0,0.942675159235669,560,460,FALSE,"Never","Not Available","Not Available","Female"
0,0.531645569620253,470,520,FALSE,"Never","Some College","Some College","Male"
1,0.613223140495868,510,460,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.158730158730159,430,460,FALSE,"Never","No High School","No High School","Male"
1,0.769230769230769,570,540,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.740816326530612,590,630,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.93421052631579,530,510,FALSE,"Never","Some College","Some College","Female"
1,0.478991596638655,580,650,FALSE,"Never","Some College","Some College","Female"
0,0.907894736842105,540,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.775862068965517,450,370,FALSE,"Never","Some College","Some College","Female"
0,0.671717171717172,510,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.671717171717172,510,480,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.58130081300813,430,450,FALSE,"Passed","Bachelor Degree","Bachelor Degree","Female"
0,0.688405797101449,420,410,FALSE,"Never","Not Available","Some College","Female"
1,0.873737373737374,480,420,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.48,500,420,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.69047619047619,460,320,FALSE,"Never","Some High School","Some High School","Female"
1,0.894736842105263,600,650,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.611111111111111,440,590,FALSE,"Never","Not Available","Not Available","Female"
0,0.78,360,380,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.296747967479675,440,350,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.718213058419244,440,510,FALSE,"Never","Not Available","Not Available","Female"
0,0.681818181818182,420,450,FALSE,"Never","Some College","Some College","Female"
0,0.681818181818182,420,450,TRUE,"Never","Some College","Some College","Female"
1,0.970760233918129,550,560,FALSE,"Never","Not Available","Not Available","Female"
1,0.921052631578947,620,520,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.744186046511628,360,630,FALSE,"Never","Some College","Some College","Female"
1,0.841739130434783,550,400,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.847826086956522,560,550,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.735849056603774,500,280,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.81025641025641,450,370,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.677215189873418,480,470,FALSE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
0,0.677215189873418,480,470,TRUE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
1,0.986666666666667,600,580,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.225950782997763,550,400,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.598194130925508,430,530,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.670391061452514,480,480,FALSE,"Never","Not Available","Not Available","Female"
1,0.794258373205742,570,420,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.952153110047847,600,660,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.97560975609756,740,560,FALSE,"Never","Not Available","Not Available","Male"
1,0.678861788617886,440,470,FALSE,"Never","Some College","Some College","Female"
0,0.471502590673575,390,480,FALSE,"Concurrent","High School Diploma or GED","Some College","Male"
1,0.878048780487805,540,410,FALSE,"Never","Not Available","Not Available","Female"
0,0.464285714285714,460,410,FALSE,"Never","Not Available","Not Available","Female"
0,0.166666666666667,460,280,FALSE,"Never","Not Available","Not Available","Male"
0,0.72139303482587,490,490,FALSE,"Never","Not Available","Not Available","Female"
1,0.944444444444444,480,550,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.607843137254902,510,400,FALSE,"Never","Not Available","Not Available","Male"
0,0.895348837209302,500,610,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.895348837209302,500,610,TRUE,"Never","Bachelor Degree","Some College","Male"
0,0.5,500,450,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.666666666666667,500,450,FALSE,"Never","Not Available","Not Available","Male"
1,0.841269841269841,540,520,FALSE,"Never","Some High School","High School Diploma or GED","Female"
0,0.62280701754386,520,570,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.708888888888889,440,300,FALSE,"Never","Not Available","Not Available","Female"
0,0.453658536585366,470,450,FALSE,"Never","Not Available","Not Available","Male"
1,0.775510204081633,330,420,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
0,0.72093023255814,470,440,FALSE,"Never","Some High School","Graduate/Professional degree","Female"
0,0.55,420,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.851351351351351,500,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.842629482071713,560,530,FALSE,"Never","Not Available","Not Available","Female"
0,0.940334128878282,620,560,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.682539682539683,570,570,FALSE,"Never","Not Available","Not Available","Male"
1,0.621513944223108,520,470,FALSE,"Never","Not Available","Not Available","Female"
1,0.81578947368421,570,520,FALSE,"Never","Not Available","Not Available","Female"
1,0.752577319587629,480,550,FALSE,"Never","Not Available","Not Available","Female"
1,0.480984340044743,480,490,FALSE,"Never","Not Available","Not Available","Female"
